This data has been provided by the Utah Climate Center. Please cite the Climate Center when using this data.
Station Network,AWOS
Station ID,KNYC
Station Name,NYC/CENTRAL PARK
Latitude,40.7833
Longitude,-73.9667
Elevation,0 ft
State,NY
Country,
Units,English
*Note: 'S' Indicates a row that has been filled in by the system as a missing hour.
*Note: All data is displayed the same as we receive it.


Day,Precipitation,Precipitation Type,Temperature,Altimeter
2014-01-01 12:51 am EST,0.00,none,37.4,30.25
2014-01-01 01:51 am EST,0.00,none,24.8,30.33
2014-01-01 02:51 am EST,0.00,none,24.8,30.35
2014-01-01 03:51 am EST,0.00,none,24.8,30.36
2014-01-01 04:51 am EST,0.00,none,24.8,30.37
2014-01-01 05:51 am EST,0.00,none,24.8,30.39
2014-01-01 06:51 am EST,0.00,none,24.8,30.39
2014-01-01 07:51 am EST,0.00,none,26.6,30.4
2014-01-01 08:51 am EST,0.00,none,28.4,30.41
2014-01-01 09:51 am EST,0.00,none,28.4,30.42
2014-01-01 10:51 am EST,0.00,none,28.4,30.42
2014-01-01 11:51 am EST,0.00,none,30.2,30.39
2014-01-01 12:51 pm EST,0.00,none,30.2,30.37
2014-01-01 01:51 pm EST,0.00,none,32.0,30.37
2014-01-01 02:51 pm EST,0.00,none,32.0,30.35
2014-01-01 03:51 pm EST,0.00,none,32.0,30.35
2014-01-01 04:51 pm EST,S,S,S,S
2014-01-01 05:51 pm EST,0.00,none,33.8,30.34
2014-01-01 06:51 pm EST,0.00,none,32.0,30.34
2014-01-01 07:51 pm EST,0.00,none,33.8,30.34
2014-01-01 08:51 pm EST,0.00,none,32.0,30.32
2014-01-01 09:51 pm EST,0.00,none,32.0,30.3
2014-01-01 09:58 pm EST,0.00,none,32.0,30.31
2014-01-01 10:51 pm EST,0.00,none,32.0,30.3
2014-01-01 11:51 pm EST,0.00,none,32.0,30.28
2014-01-02 12:51 am EST,0.00,none,33.8,30.24
2014-01-02 01:51 am EST,0.00,none,32.0,30.23
2014-01-02 02:51 am EST,0.00,none,32.0,30.2
2014-01-02 03:51 am EST,0.00,none,30.2,30.18
2014-01-02 04:15 am EST,0.00,light snow,28.4,30.17
2014-01-02 04:51 am EST,0.00,none,28.4,30.16
2014-01-02 05:20 am EST,0.00,light snow,28.4,30.15
2014-01-02 05:36 am EST,0.00,light snow,26.6,30.15
2014-01-02 05:51 am EST,0.00,none,28.4,30.14
2014-01-02 06:51 am EST,0.00,none,26.6,30.13
2014-01-02 07:51 am EST,0.00,none,26.6,30.11
2014-01-02 08:51 am EST,0.00,none,26.6,30.11
2014-01-02 09:51 am EST,0.00,none,26.6,30.09
2014-01-02 10:51 am EST,0.00,none,26.6,30.05
2014-01-02 11:51 am EST,0.00,none,26.6,29.99
2014-01-02 12:51 pm EST,0.00,none,26.6,29.96
2014-01-02 01:51 pm EST,0.00,none,26.6,29.92
2014-01-02 02:51 pm EST,0.00,none,26.6,29.89
2014-01-02 03:51 pm EST,0.00,none,26.6,29.87
2014-01-02 04:51 pm EST,0.00,none,26.6,29.84
2014-01-02 05:51 pm EST,0.00,none,24.8,29.81
2014-01-02 06:51 pm EST,0.00,light snow,24.8,29.79
2014-01-02 08:51 pm EST,0.00,snow,21.2,29.73
2014-01-02 09:51 pm EST,0.00,snow,21.2,29.72
2014-01-02 10:51 pm EST,0.00,snow,19.4,29.71
2014-01-02 11:51 pm EST,0.00,snow,17.6,29.7
2014-01-03 12:37 am EST,0.00,snow,17.6,29.68
2014-01-03 12:51 am EST,0.00,heavy snow,15.8,29.67
2014-01-03 01:51 am EST,0.00,heavy snow,12.2,29.67
2014-01-03 02:51 am EST,0.00,heavy snow,10.4,29.69
2014-01-03 03:51 am EST,0.00,heavy snow,10.4,29.71
2014-01-03 04:51 am EST,0.00,heavy snow,10.4,29.76
2014-01-03 05:51 am EST,0.00,light snow,10.4,29.81
2014-01-03 06:51 am EST,0.00,light snow,10.4,29.86
2014-01-03 07:51 am EST,0.00,light snow,10.4,29.93
2014-01-03 08:51 am EST,0.00,light snow,10.4,29.99
2014-01-03 09:51 am EST,0.00,light snow,12.2,30.03
2014-01-03 10:51 am EST,0.00,none,14.0,30.05
2014-01-03 11:51 am EST,0.00,none,17.6,30.08
2014-01-03 01:51 pm EST,0.00,none,17.6,30.16
2014-01-03 02:51 pm EST,0.00,none,15.8,30.21
2014-01-03 03:51 pm EST,0.00,none,15.8,30.25
2014-01-03 04:51 pm EST,0.00,none,15.8,30.3
2014-01-03 05:51 pm EST,0.00,none,14.0,30.36
2014-01-03 06:51 pm EST,0.00,none,12.2,30.41
2014-01-03 07:51 pm EST,0.00,none,12.2,30.44
2014-01-03 08:51 pm EST,0.00,none,10.4,30.46
2014-01-03 09:51 pm EST,0.00,none,10.4,30.48
2014-01-03 10:51 pm EST,0.00,none,10.4,30.48
2014-01-03 11:51 pm EST,0.00,none,8.6,30.49
2014-01-04 12:49 am EST,0.00,none,8.6,30.47
2014-01-04 03:51 am EST,0.00,none,8.6,30.5
2014-01-04 04:51 am EST,0.00,none,10.4,30.49
2014-01-04 05:51 am EST,0.00,none,10.4,30.49
2014-01-04 06:51 am EST,0.00,none,10.4,30.53
2014-01-04 07:51 am EST,0.00,none,10.4,30.53
2014-01-04 08:51 am EST,0.00,none,14.0,30.53
2014-01-04 09:51 am EST,0.00,none,17.6,30.54
2014-01-04 10:51 am EST,0.00,none,19.4,30.51
2014-01-04 11:51 am EST,0.00,none,21.2,30.47
2014-01-04 12:51 pm EST,0.00,none,21.2,30.44
2014-01-04 01:51 pm EST,0.00,none,24.8,30.42
2014-01-04 02:51 pm EST,0.00,none,24.8,30.39
2014-01-04 03:51 pm EST,0.00,none,24.8,30.38
2014-01-04 04:51 pm EST,0.00,none,26.6,30.35
2014-01-04 05:51 pm EST,0.00,none,26.6,30.35
2014-01-04 06:51 pm EST,0.00,none,28.4,30.35
2014-01-04 07:51 pm EST,0.00,none,28.4,30.36
2014-01-04 08:51 pm EST,0.00,none,28.4,30.35
2014-01-04 09:51 pm EST,0.00,none,26.6,30.34
2014-01-04 10:51 pm EST,0.00,none,26.6,30.33
2014-01-04 11:51 pm EST,0.00,none,28.4,30.32
2014-01-05 12:51 am EST,0.00,none,28.4,30.29
2014-01-05 01:51 am EST,0.00,none,28.4,30.3
2014-01-05 02:51 am EST,0.00,none,26.6,30.31
2014-01-05 03:51 am EST,0.00,none,28.4,30.3
2014-01-05 04:51 am EST,0.00,none,28.4,30.29
2014-01-05 05:51 am EST,0.00,none,28.4,30.3
2014-01-05 06:51 am EST,0.00,none,28.4,30.3
2014-01-05 07:51 am EST,0.00,none,30.2,30.31
2014-01-05 08:51 am EST,0.00,haze,30.2,30.32
2014-01-05 09:23 am EST,0.00,haze,30.2,30.33
2014-01-05 09:32 am EST,0.00,unknown precip,30.2,30.33
2014-01-05 09:51 am EST,0.00,unknown precip,32.0,30.33
2014-01-05 09:59 am EST,0.00,unknown precip,30.2,30.33
2014-01-05 10:01 am EST,0.00,unknown precip,30.2,30.33
2014-01-05 10:29 am EST,0.00,unknown precip,30.2,30.33
2014-01-05 10:37 am EST,0.00,unknown precip,30.2,30.32
2014-01-05 10:39 am EST,0.00,unknown precip,32.0,30.32
2014-01-05 10:51 am EST,0.00,unknown precip,32.0,30.31
2014-01-05 11:30 am EST,0.00,unknown precip,32.0,30.28
2014-01-05 11:37 am EST,0.00,unknown precip,32.0,30.28
2014-01-05 11:51 am EST,0.00,unknown precip,32.0,30.27
2014-01-05 12:26 pm EST,0.00,unknown precip,32.0,30.25
2014-01-05 12:39 pm EST,0.00,mist,32.0,30.24
2014-01-05 12:51 pm EST,0.00,unknown precip,32.0,30.23
2014-01-05 01:16 pm EST,0.00,mist,32.0,30.22
2014-01-05 01:24 pm EST,0.00,mist,32.0,30.21
2014-01-05 01:35 pm EST,0.00,mist,32.0,30.21
2014-01-05 01:51 pm EST,0.00,mist,32.0,30.21
2014-01-05 02:51 pm EST,0.00,mist,33.8,30.19
2014-01-05 03:51 pm EST,0.00,mist,33.8,30.18
2014-01-05 04:51 pm EST,0.00,mist,35.6,30.15
2014-01-05 05:51 pm EST,0.00,mist,35.6,30.12
2014-01-05 06:51 pm EST,0.00,mist,35.6,30.08
2014-01-05 07:51 pm EST,0.00,fog,35.6,30.03
2014-01-05 08:51 pm EST,0.00,light rain,37.4,30
2014-01-05 09:51 pm EST,0.00,light rain,37.4,29.94
2014-01-05 10:51 pm EST,0.00,fog,39.2,29.86
2014-01-06 12:51 am EST,0.00,light rain,51.8,29.72
2014-01-06 01:51 am EST,0.00,mist,51.8,29.72
2014-01-06 02:51 am EST,0.00,mist,53.6,29.66
2014-01-06 03:51 am EST,0.00,mist,53.6,29.66
2014-01-06 04:51 am EST,0.00,mist,53.6,29.56
2014-01-06 05:51 am EST,0.00,fog,51.8,29.53
2014-01-06 06:51 am EST,0.00,fog,53.6,29.48
2014-01-06 07:51 am EST,0.00,light rain,53.6,29.46
2014-01-06 08:51 am EST,0.00,light rain,55.4,29.43
2014-01-06 09:51 am EST,0.00,light rain,48.2,29.52
2014-01-06 10:51 am EST,0.00,none,46.4,29.48
2014-01-06 11:51 am EST,0.00,light rain,46.4,29.47
2014-01-06 12:51 pm EST,0.00,light rain,42.8,29.48
2014-01-06 01:51 pm EST,0.00,none,39.2,29.48
2014-01-06 02:51 pm EST,0.00,none,39.2,29.51
2014-01-06 03:51 pm EST,0.00,none,41.0,29.52
2014-01-06 04:51 pm EST,0.00,none,39.2,29.54
2014-01-06 05:51 pm EST,0.00,none,37.4,29.57
2014-01-06 06:51 pm EST,0.00,none,35.6,29.61
2014-01-06 07:51 pm EST,0.00,none,33.8,29.64
2014-01-06 08:51 pm EST,0.00,none,32.0,29.66
2014-01-06 09:51 pm EST,0.00,none,30.2,29.68
2014-01-06 10:51 pm EST,0.00,none,24.8,29.7
2014-01-06 11:51 pm EST,0.00,none,19.4,29.75
2014-01-07 12:51 am EST,0.00,none,14.0,29.8
2014-01-07 01:51 am EST,0.00,none,12.2,29.83
2014-01-07 02:51 am EST,0.00,none,10.4,29.89
2014-01-07 03:51 am EST,0.00,none,8.6,29.95
2014-01-07 04:51 am EST,0.00,none,8.6,29.97
2014-01-07 05:51 am EST,0.00,none,6.8,30.02
2014-01-07 06:51 am EST,0.00,none,5.0,30.08
2014-01-07 07:51 am EST,0.00,none,3.2,30.11
2014-01-07 08:51 am EST,0.00,none,3.2,30.15
2014-01-07 09:51 am EST,0.00,none,5.0,M
2014-01-07 10:51 am EST,0.00,none,6.8,30.21
2014-01-07 11:51 am EST,0.00,none,6.8,30.17
2014-01-07 12:51 pm EST,0.00,none,8.6,30.18
2014-01-07 01:51 pm EST,0.00,none,8.6,30.2
2014-01-07 02:51 pm EST,0.00,none,10.4,30.23
2014-01-07 03:51 pm EST,0.00,none,8.6,30.24
2014-01-07 04:51 pm EST,0.00,none,8.6,30.25
2014-01-07 05:51 pm EST,0.00,none,8.6,30.27
2014-01-07 06:51 pm EST,0.00,none,8.6,30.28
2014-01-07 07:51 pm EST,0.00,none,8.6,30.31
2014-01-07 08:51 pm EST,0.00,none,8.6,30.36
2014-01-07 09:51 pm EST,0.00,none,8.6,30.38
2014-01-07 10:51 pm EST,0.00,none,8.6,30.38
2014-01-07 11:51 pm EST,0.00,none,8.6,30.39
2014-01-08 12:51 am EST,0.00,none,8.6,30.41
2014-01-08 01:51 am EST,0.00,none,8.6,30.43
2014-01-08 02:51 am EST,0.00,none,8.6,30.47
2014-01-08 03:51 am EST,0.00,none,8.6,30.48
2014-01-08 04:51 am EST,0.00,none,8.6,30.49
2014-01-08 05:51 am EST,0.00,none,8.6,30.47
2014-01-08 06:51 am EST,0.00,none,8.6,30.49
2014-01-08 07:51 am EST,0.00,none,8.6,30.54
2014-01-08 08:51 am EST,0.00,none,10.4,30.55
2014-01-08 09:51 am EST,0.00,none,12.2,30.57
2014-01-08 10:51 am EST,0.00,none,14.0,30.55
2014-01-08 11:51 am EST,0.00,none,15.8,30.5
2014-01-08 12:51 pm EST,0.00,none,19.4,M
2014-01-08 01:51 pm EST,0.00,none,19.4,30.48
2014-01-08 02:51 pm EST,0.00,none,21.2,30.48
2014-01-08 03:51 pm EST,0.00,none,21.2,30.49
2014-01-08 04:51 pm EST,0.00,none,19.4,30.5
2014-01-08 05:51 pm EST,0.00,none,19.4,30.5
2014-01-08 06:51 pm EST,0.00,none,21.2,30.53
2014-01-08 07:51 pm EST,0.00,none,21.2,30.53
2014-01-08 08:51 pm EST,0.00,none,21.2,30.54
2014-01-08 09:51 pm EST,0.00,none,21.2,30.53
2014-01-08 10:51 pm EST,0.00,none,21.2,30.53
2014-01-08 11:51 pm EST,0.00,none,21.2,30.52
2014-01-09 12:51 am EST,0.00,none,21.2,30.51
2014-01-09 01:51 am EST,0.00,none,23.0,30.52
2014-01-09 02:51 am EST,0.00,none,24.8,30.53
2014-01-09 03:51 am EST,0.00,none,23.0,30.54
2014-01-09 04:51 am EST,0.00,none,23.0,30.55
2014-01-09 05:51 am EST,0.00,none,23.0,30.59
2014-01-09 06:51 am EST,0.00,none,21.2,30.59
2014-01-09 07:51 am EST,0.00,none,21.2,30.62
2014-01-09 08:51 am EST,0.00,none,23.0,30.65
2014-01-09 09:51 am EST,0.00,none,24.8,30.67
2014-01-09 10:51 am EST,0.00,none,26.6,30.67
2014-01-09 11:51 am EST,0.00,none,28.4,30.64
2014-01-09 12:51 pm EST,0.00,none,30.2,30.62
2014-01-09 01:51 pm EST,0.00,none,30.2,30.62
2014-01-09 02:51 pm EST,0.00,none,32.0,30.62
2014-01-09 03:51 pm EST,0.00,none,30.2,30.63
2014-01-09 04:51 pm EST,0.00,none,30.2,30.64
2014-01-09 05:51 pm EST,0.00,none,30.2,30.65
2014-01-09 06:51 pm EST,0.00,none,30.2,30.66
2014-01-09 07:51 pm EST,0.00,none,30.2,30.65
2014-01-09 08:51 pm EST,0.00,none,28.4,30.63
2014-01-09 09:51 pm EST,0.00,none,28.4,30.63
2014-01-09 10:51 pm EST,0.00,none,30.2,30.63
2014-01-09 11:51 pm EST,0.00,none,30.2,30.62
2014-01-10 12:51 am EST,0.00,none,30.2,30.59
2014-01-10 01:51 am EST,0.00,none,32.0,30.58
2014-01-10 02:17 am EST,0.00,none,30.2,30.59
2014-01-10 02:46 am EST,0.00,none,32.0,30.58
2014-01-10 02:51 am EST,0.00,none,30.2,30.58
2014-01-10 03:51 am EST,0.00,none,30.2,30.56
2014-01-10 04:51 am EST,0.00,none,30.2,30.52
2014-01-10 05:51 am EST,0.00,none,30.2,30.52
2014-01-10 06:10 am EST,0.00,none,32.0,30.51
2014-01-10 06:51 am EST,0.00,none,32.0,30.51
2014-01-10 07:51 am EST,0.00,none,32.0,30.5
2014-01-10 08:03 am EST,0.00,haze,32.0,30.5
2014-01-10 08:24 am EST,0.00,haze,32.0,30.5
2014-01-10 08:36 am EST,0.00,none,33.8,30.5
2014-01-10 08:49 am EST,0.00,none,33.8,30.51
2014-01-10 08:51 am EST,0.00,light snow,33.8,30.51
2014-01-10 09:32 am EST,0.00,light snow,32.0,30.51
2014-01-10 09:51 am EST,0.00,light snow,32.0,30.5
2014-01-10 09:58 am EST,0.00,light snow,32.0,30.51
2014-01-10 10:35 am EST,0.00,unknown precip,33.8,30.49
2014-01-10 10:44 am EST,0.00,light rain,33.8,30.49
2014-01-10 10:51 am EST,0.00,unknown precip,33.8,30.49
2014-01-10 10:59 am EST,0.00,unknown precip,33.8,30.49
2014-01-10 11:29 am EST,0.00,mist,33.8,30.46
2014-01-10 11:37 am EST,0.00,mist,33.8,30.46
2014-01-10 11:47 am EST,0.00,mist,33.8,30.45
2014-01-10 11:51 am EST,0.00,mist,33.8,30.45
2014-01-10 12:35 pm EST,0.00,mist,33.8,30.42
2014-01-10 12:46 pm EST,0.00,mist,33.8,30.42
2014-01-10 12:51 pm EST,0.00,haze,33.8,30.41
2014-01-10 01:00 pm EST,0.00,mist,33.8,30.41
2014-01-10 01:18 pm EST,0.00,mist,33.8,30.41
2014-01-10 01:51 pm EST,0.00,haze,35.6,30.4
2014-01-10 02:08 pm EST,0.00,mist,35.6,30.4
2014-01-10 02:51 pm EST,0.00,mist,35.6,30.39
2014-01-10 03:38 pm EST,0.00,mist,35.6,30.38
2014-01-10 03:51 pm EST,0.00,mist,35.6,30.38
2014-01-10 04:01 pm EST,0.00,mist,35.6,30.38
2014-01-10 04:10 pm EST,0.00,mist,35.6,30.38
2014-01-10 04:51 pm EST,0.00,mist,35.6,30.37
2014-01-10 05:42 pm EST,0.00,mist,35.6,30.36
2014-01-10 05:51 pm EST,0.00,mist,35.6,30.36
2014-01-10 06:20 pm EST,0.00,mist,35.6,30.36
2014-01-10 06:51 pm EST,0.00,mist,35.6,30.36
2014-01-10 07:51 pm EST,0.00,mist,37.4,30.33
2014-01-10 08:51 pm EST,0.00,mist,37.4,30.31
2014-01-10 09:03 pm EST,0.00,mist,37.4,30.31
2014-01-10 09:21 pm EST,0.00,mist,35.6,30.31
2014-01-10 09:51 pm EST,0.00,mist,35.6,30.3
2014-01-10 10:02 pm EST,0.00,mist,35.6,30.3
2014-01-10 10:46 pm EST,0.00,mist,35.6,30.28
2014-01-10 10:51 pm EST,0.00,mist,35.6,30.28
2014-01-10 11:08 pm EST,0.00,mist,37.4,30.26
2014-01-10 11:11 pm EST,0.00,mist,37.4,30.26
2014-01-10 11:23 pm EST,0.00,mist,37.4,30.26
2014-01-10 11:51 pm EST,0.00,unknown precip,37.4,30.24
2014-01-11 12:02 am EST,0.00,mist,37.4,30.23
2014-01-11 12:51 am EST,0.00,unknown precip,37.4,30.2
2014-01-11 01:07 am EST,0.00,mist,37.4,30.2
2014-01-11 01:20 am EST,0.00,mist,37.4,30.19
2014-01-11 01:29 am EST,0.00,light rain,37.4,30.19
2014-01-11 01:51 am EST,0.00,mist,37.4,30.17
2014-01-11 02:42 am EST,0.00,light rain,37.4,30.13
2014-01-11 02:51 am EST,0.00,mist,37.4,30.12
2014-01-11 02:58 am EST,0.00,mist,39.2,30.12
2014-01-11 03:51 am EST,0.00,mist,42.8,30.1
2014-01-11 04:11 am EST,0.00,mist,42.8,30.08
2014-01-11 04:15 am EST,0.00,mist,42.8,30.08
2014-01-11 04:51 am EST,0.00,light rain,46.4,30.05
2014-01-11 05:25 am EST,0.00,mist,48.2,30.02
2014-01-11 05:51 am EST,0.00,none,48.2,30
2014-01-11 06:04 am EST,0.00,none,50.0,29.99
2014-01-11 06:14 am EST,0.00,none,50.0,29.99
2014-01-11 06:51 am EST,0.00,none,51.8,29.96
2014-01-11 07:51 am EST,0.00,mist,53.6,29.92
2014-01-11 08:05 am EST,0.00,mist,53.6,29.92
2014-01-11 08:15 am EST,0.00,mist,53.6,29.91
2014-01-11 08:41 am EST,0.00,fog,53.6,29.9
2014-01-11 08:51 am EST,0.00,fog,53.6,29.9
2014-01-11 09:04 am EST,0.00,mist,55.4,29.9
2014-01-11 09:33 am EST,0.00,mist,53.6,29.88
2014-01-11 09:51 am EST,0.00,fog,53.6,29.86
2014-01-11 10:15 am EST,0.00,light rain,53.6,29.83
2014-01-11 10:26 am EST,0.00,mist,53.6,29.82
2014-01-11 10:34 am EST,0.00,mist,55.4,29.82
2014-01-11 11:51 am EST,0.00,mist,55.4,29.72
2014-01-11 12:09 pm EST,0.00,mist,57.2,29.69
2014-01-11 12:51 pm EST,0.00,mist,55.4,29.64
2014-01-11 01:39 pm EST,0.00,none,55.4,29.6
2014-01-11 01:51 pm EST,0.00,none,55.4,29.57
2014-01-11 02:23 pm EST,0.00,mist,55.4,29.54
2014-01-11 02:39 pm EST,0.00,mist,55.4,29.53
2014-01-11 02:51 pm EST,0.00,mist,55.4,29.51
2014-01-11 03:16 pm EST,0.00,mist,55.4,29.51
2014-01-11 03:51 pm EST,0.00,mist,55.4,29.47
2014-01-11 04:25 pm EST,0.00,mist,53.6,29.47
2014-01-11 04:43 pm EST,0.00,light rain,53.6,29.48
2014-01-11 04:51 pm EST,0.00,light rain,55.4,29.47
2014-01-11 04:56 pm EST,0.00,none,57.2,29.46
2014-01-11 05:22 pm EST,0.00,heavy rain,57.2,29.48
2014-01-11 05:51 pm EST,0.00,light rain,57.2,29.5
2014-01-11 06:51 pm EST,0.00,light rain,57.2,29.46
2014-01-11 07:51 pm EST,0.00,none,57.2,29.42
2014-01-11 08:51 pm EST,0.00,none,55.4,29.34
2014-01-11 09:51 pm EST,0.00,none,53.6,29.45
2014-01-11 10:31 pm EST,0.00,none,55.4,29.44
2014-01-11 10:51 pm EST,0.00,none,55.4,29.45
2014-01-11 11:01 pm EST,0.00,none,55.4,29.45
2014-01-11 11:13 pm EST,0.00,none,55.4,29.44
2014-01-11 11:44 pm EST,0.00,none,53.6,29.42
2014-01-11 11:51 pm EST,0.00,none,55.4,29.42
2014-01-12 12:05 am EST,0.00,none,53.6,29.42
2014-01-12 12:21 am EST,0.00,none,53.6,29.42
2014-01-12 12:29 am EST,0.00,light rain,53.6,29.43
2014-01-12 12:33 am EST,0.00,heavy rain,53.6,29.44
2014-01-12 12:38 am EST,0.00,light rain,53.6,29.43
2014-01-12 12:46 am EST,0.00,none,51.8,29.44
2014-01-12 12:51 am EST,0.00,light rain,51.8,29.45
2014-01-12 01:51 am EST,0.00,none,51.8,29.47
2014-01-12 02:51 am EST,0.00,none,50.0,29.5
2014-01-12 03:51 am EST,0.00,none,48.2,29.51
2014-01-12 04:51 am EST,0.00,none,46.4,29.54
2014-01-12 05:51 am EST,0.00,none,44.6,29.56
2014-01-12 06:51 am EST,0.00,none,44.6,29.62
2014-01-12 07:51 am EST,0.00,none,44.6,29.67
2014-01-12 08:51 am EST,0.00,none,44.6,29.72
2014-01-12 09:51 am EST,0.00,none,44.6,29.76
2014-01-12 10:51 am EST,0.00,none,44.6,29.79
2014-01-12 11:51 am EST,0.00,none,44.6,29.8
2014-01-12 12:51 pm EST,0.00,none,44.6,29.82
2014-01-12 01:51 pm EST,0.00,none,44.6,29.82
2014-01-12 02:51 pm EST,0.00,none,44.6,29.86
2014-01-12 03:51 pm EST,0.00,none,44.6,29.92
2014-01-12 04:51 pm EST,0.00,none,44.6,29.94
2014-01-12 05:51 pm EST,0.00,none,42.8,29.99
2014-01-12 06:51 pm EST,0.00,none,42.8,30.02
2014-01-12 07:51 pm EST,0.00,none,41.0,30.03
2014-01-12 08:51 pm EST,0.00,none,39.2,30.05
2014-01-12 09:51 pm EST,0.00,none,39.2,30.07
2014-01-12 10:51 pm EST,0.00,none,37.4,30.08
2014-01-12 11:51 pm EST,0.00,none,39.2,30.09
2014-01-13 12:51 am EST,0.00,none,37.4,30.1
2014-01-13 01:51 am EST,0.00,none,37.4,30.12
2014-01-13 02:51 am EST,0.00,none,37.4,30.13
2014-01-13 03:51 am EST,0.00,none,37.4,30.13
2014-01-13 04:51 am EST,0.00,none,37.4,30.14
2014-01-13 05:51 am EST,0.00,none,37.4,30.15
2014-01-13 06:51 am EST,0.00,none,37.4,30.13
2014-01-13 07:51 am EST,0.00,none,39.2,30.15
2014-01-13 08:51 am EST,0.00,none,41.0,30.17
2014-01-13 09:51 am EST,0.00,none,44.6,30.16
2014-01-13 10:51 am EST,0.00,none,46.4,30.13
2014-01-13 11:51 am EST,0.00,none,48.2,30.09
2014-01-13 12:51 pm EST,0.00,none,50.0,30.06
2014-01-13 01:51 pm EST,0.00,none,48.2,30.04
2014-01-13 02:51 pm EST,0.00,none,50.0,30.02
2014-01-13 03:51 pm EST,0.00,none,50.0,30.01
2014-01-13 04:51 pm EST,0.00,none,48.2,29.99
2014-01-13 05:51 pm EST,0.00,none,48.2,30
2014-01-13 06:51 pm EST,0.00,none,48.2,29.98
2014-01-13 07:51 pm EST,0.00,none,50.0,29.97
2014-01-13 09:51 pm EST,0.00,none,48.2,29.96
2014-01-13 10:51 pm EST,0.00,none,48.2,29.93
2014-01-13 11:51 pm EST,0.00,none,50.0,29.92
2014-01-14 12:51 am EST,0.00,none,48.2,29.9
2014-01-14 01:51 am EST,0.00,none,48.2,29.89
2014-01-14 02:51 am EST,0.00,none,48.2,29.86
2014-01-14 03:51 am EST,0.00,none,48.2,29.85
2014-01-14 04:51 am EST,0.00,none,51.8,29.86
2014-01-14 05:51 am EST,0.00,none,50.0,29.83
2014-01-14 06:51 am EST,0.00,none,50.0,29.84
2014-01-14 07:51 am EST,0.00,light rain,48.2,29.84
2014-01-14 08:51 am EST,0.00,light rain,46.4,29.84
2014-01-14 09:51 am EST,0.00,none,46.4,29.8
2014-01-14 10:51 am EST,0.00,light rain,48.2,29.78
2014-01-14 12:41 pm EST,0.00,none,48.2,29.75
2014-01-14 01:51 pm EST,0.00,light rain,48.2,29.7
2014-01-14 02:51 pm EST,0.00,rain,48.2,29.7
2014-01-14 03:51 pm EST,0.00,light rain,46.4,29.71
2014-01-14 04:51 pm EST,0.00,none,46.4,29.71
2014-01-14 05:51 pm EST,0.00,none,46.4,29.73
2014-01-14 06:51 pm EST,0.00,none,46.4,29.78
2014-01-14 07:51 pm EST,0.00,none,46.4,29.79
2014-01-14 08:51 pm EST,0.00,none,46.4,29.84
2014-01-14 09:51 pm EST,0.00,none,46.4,29.84
2014-01-14 10:51 pm EST,0.00,none,44.6,29.85
2014-01-14 11:51 pm EST,0.00,none,44.6,29.87
2014-01-15 12:51 am EST,0.00,none,44.6,29.88
2014-01-15 01:51 am EST,0.00,none,42.8,M
2014-01-15 02:51 am EST,0.00,none,41.0,M
2014-01-15 03:51 am EST,0.00,none,41.0,M
2014-01-15 04:51 am EST,0.00,none,39.2,M
2014-01-15 05:51 am EST,0.00,none,39.2,M
2014-01-15 06:51 am EST,0.00,none,39.2,M
2014-01-15 07:51 am EST,0.00,none,39.2,M
2014-01-15 08:51 am EST,0.00,none,41.0,M
2014-01-15 09:51 am EST,0.00,none,42.8,M
2014-01-15 11:51 am EST,0.00,none,M,M
2014-01-15 12:51 pm EST,0.00,none,M,M
2014-01-15 02:51 pm EST,0.00,none,M,M
2014-01-15 03:51 pm EST,0.00,none,42.8,M
2014-01-15 04:51 pm EST,0.00,none,41.0,M
2014-01-15 05:51 pm EST,0.00,none,41.0,M
2014-01-15 06:51 pm EST,0.00,none,41.0,M
2014-01-15 07:51 pm EST,0.00,none,41.0,M
2014-01-15 08:51 pm EST,0.00,none,41.0,M
2014-01-15 09:51 pm EST,0.00,none,41.0,M
2014-01-15 10:51 pm EST,0.00,none,41.0,M
2014-01-15 11:51 pm EST,0.00,none,41.0,M
2014-01-16 12:51 am EST,0.00,none,41.0,M
2014-01-16 01:51 am EST,0.00,none,39.2,M
2014-01-16 02:51 am EST,0.00,none,39.2,M
2014-01-16 03:51 am EST,0.00,none,41.0,M
2014-01-16 04:51 am EST,0.00,none,41.0,M
2014-01-16 05:51 am EST,0.00,none,39.2,M
2014-01-16 06:51 am EST,0.00,none,39.2,M
2014-01-16 07:51 am EST,0.00,none,39.2,M
2014-01-16 08:51 am EST,0.00,none,39.2,M
2014-01-16 09:51 am EST,0.00,none,39.2,M
2014-01-16 10:51 am EST,0.00,none,39.2,M
2014-01-16 11:51 am EST,0.00,none,37.4,M
2014-01-16 12:51 pm EST,0.00,none,39.2,M
2014-01-16 01:45 pm EST,0.00,none,39.2,29.88
2014-01-16 02:51 pm EST,0.00,none,39.2,29.9
2014-01-16 03:51 pm EST,0.00,none,39.2,29.9
2014-01-16 04:51 pm EST,0.00,none,37.4,29.91
2014-01-16 05:51 pm EST,0.00,none,37.4,29.92
2014-01-16 06:51 pm EST,0.00,none,35.6,29.94
2014-01-16 07:51 pm EST,0.00,none,35.6,29.96
2014-01-16 08:51 pm EST,0.00,none,35.6,29.97
2014-01-16 09:51 pm EST,0.00,none,35.6,M
2014-01-16 10:51 pm EST,0.00,none,35.6,29.98
